Well	Row	Column	Timepoint	Compound	Conc	Non-border cells - Number of Objects	Non-border cells - Total Spot Area - Mean per Well	Non-border cells - Relative Spot Intensity - Mean per Well	Non-border cells - Number of Spots - Mean per Well	Non-border cells - Number of Spots per Area of Cytoplasm - Mean per Well	Non-border cells - Intensity Nucleus HOECHST 33342 Mean - Mean per Well	Non-border cells - Nucleus Area [µm²] - Mean per Well	Non-border cells - Nucleus Roundness - Mean per Well	Non-border cells - Nucleus Symmetry 02  - Mean per Well	Non-border cells - Nucleus Symmetry 03  - Mean per Well	Non-border cells - Nucleus Symmetry 04  - Mean per Well	Non-border cells - Nucleus Symmetry 05  - Mean per Well	Non-border cells - Nucleus Symmetry 12  - Mean per Well	Non-border cells - Nucleus Symmetry 13  - Mean per Well	Non-border cells - Nucleus Symmetry 14  - Mean per Well	Non-border cells - Nucleus Symmetry 15  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 30%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 40%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 50%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 60%  - Mean per Well	Non-border cells - Nucleus Axial Small Length  - Mean per Well	Non-border cells - Nucleus Axial Length Ratio  - Mean per Well	Non-border cells - Nucleus Radial Mean  - Mean per Well	Non-border cells - Nucleus Radial Relative Deviation  - Mean per Well	Non-border cells - Nucleus Profile 1/2  - Mean per Well	Non-border cells - Nucleus Profile 2/2  - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Spot 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Hole 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Edge 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Ridge 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Valley 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Saddle 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Bright 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Dark 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Correlation 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Contrast 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Sum Variance 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Homogeneity 1 px - Mean per Well	Non-border cells - Intensity Spots MCTracker Deep Red Mean - Mean per Well	Non-border cells - Spots Area [µm²] - Mean per Well	Non-border cells - Spots Roundness - Mean per Well	Non-border cells - Spots Width [µm] - Mean per Well	Non-border cells - Spots Length [µm] - Mean per Well	Non-border cells - Spots Symmetry 02  - Mean per Well	Non-border cells - Spots Symmetry 03  - Mean per Well	Non-border cells - Spots Symmetry 04  - Mean per Well	Non-border cells - Spots Symmetry 05  - Mean per Well	Non-border cells - Spots Symmetry 12  - Mean per Well	Non-border cells - Spots Symmetry 13  - Mean per Well	Non-border cells - Spots Symmetry 14  - Mean per Well	Non-border cells - Spots Symmetry 15  - Mean per Well	Non-border cells - Spots Threshold Compactness 30%  - Mean per Well	Non-border cells - Spots Threshold Compactness 40%  - Mean per Well	Non-border cells - Spots Threshold Compactness 50%  - Mean per Well	Non-border cells - Spots Threshold Compactness 60%  - Mean per Well	Non-border cells - Spots Axial Small Length  - Mean per Well	Non-border cells - Spots Axial Length Ratio  - Mean per Well	Non-border cells - Spots Radial Mean  - Mean per Well	Non-border cells - Spots Radial Relative Deviation  - Mean per Well	Non-border cells - Spots Profile 1/5  - Mean per Well	Non-border cells - Spots Profile 2/5  - Mean per Well	Non-border cells - Spots Profile 3/5  - Mean per Well	Non-border cells - Spots Profile 4/5  - Mean per Well	Non-border cells - Spots Profile 5/5  - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Spot 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Hole 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Edge 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Ridge 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Valley 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Saddle 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Bright 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Dark 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Correlation 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Contrast 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Sum Variance 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Homogeneity 1 px - Mean per Well	Non-border cells - Intensity Cytoplasm Alexa 594 Mean - Mean per Well	Non-border cells - Intensity Cell Alexa 488 Mean - Mean per Well
G6	7	6	4	Sunitinib Malate	15	629	1907.28	0.08	82.42	0.02	12635.42	119.71	0.96	0.12	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.09	1.04	0.96	5.96	0.79	6.34	0.4	0.93	1.22	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.42	13062	671.5	0.1	3.98	15.71	0.43	0.19	0.24	0.17	0.53	0.23	0.32	0.23	0.36	0.44	0.53	0.64	18.28	0.49	28.12	0.47	0.98	1.42	2.25	1.02	0.91	0.02	0	0.13	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.42	0.32	1612.8	696.68
G6	7	6	5	Sunitinib Malate	15	637	1822.23	0.08	79.01	0.02	12630.3	119.69	0.96	0.13	0.05	0.03	0.02	0.18	0.06	0.05	0.03	1.11	1.09	1.03	0.96	5.95	0.8	6.32	0.4	0.93	1.22	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.42	13075.3	641.55	0.12	3.96	15.74	0.43	0.19	0.25	0.17	0.53	0.23	0.33	0.23	0.38	0.45	0.53	0.63	17.62	0.49	27.48	0.48	0.98	1.42	2.22	1.04	0.95	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.41	0.33	1577.4	731.33
G6	7	6	6	Sunitinib Malate	15	636	1766.85	0.08	76.4	0.02	12717.7	117.18	0.96	0.13	0.05	0.03	0.02	0.18	0.07	0.05	0.03	1.11	1.08	1.03	0.95	5.87	0.79	6.26	0.4	0.93	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.41	13547.29	622.03	0.12	3.99	16.14	0.44	0.19	0.25	0.17	0.54	0.24	0.33	0.23	0.37	0.44	0.53	0.62	17.47	0.48	27.22	0.49	0.98	1.41	2.16	1.03	0.93	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.41	0.33	1666.53	771.47
G6	7	6	7	Sunitinib Malate	15	624	1759.36	0.08	77.55	0.02	12786.35	118.41	0.96	0.13	0.05	0.03	0.02	0.19	0.07	0.05	0.03	1.11	1.08	1.03	0.95	5.87	0.79	6.28	0.4	0.93	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.41	13673.53	619.35	0.11	3.96	15.69	0.44	0.19	0.26	0.18	0.54	0.24	0.34	0.23	0.37	0.44	0.52	0.62	17.63	0.48	27.63	0.48	0.98	1.41	2.13	1.03	0.93	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.07	0.41	0.33	1627.51	799.23
G6	7	6	8	Sunitinib Malate	15	628	1728.36	0.08	74.39	0.02	12825.78	113.36	0.96	0.13	0.05	0.03	0.03	0.19	0.07	0.05	0.03	1.11	1.08	1.03	0.95	5.78	0.79	6.18	0.4	0.94	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.41	13639.86	608.48	0.12	4.04	16.07	0.44	0.19	0.26	0.17	0.55	0.23	0.34	0.23	0.38	0.45	0.53	0.63	17.13	0.48	27.06	0.49	0.98	1.41	2.13	1.04	0.93	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.07	0.41	0.34	1646.75	825.4
G6	7	6	9	Sunitinib Malate	15	621	1697.76	0.08	74.59	0.02	13221.78	114.73	0.96	0.13	0.05	0.03	0.03	0.19	0.07	0.05	0.03	1.1	1.08	1.02	0.95	5.78	0.78	6.19	0.4	0.93	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.41	13787.33	597.74	0.12	3.98	15.36	0.45	0.19	0.26	0.17	0.55	0.23	0.34	0.23	0.37	0.45	0.53	0.62	17.22	0.48	27.36	0.48	0.98	1.41	2.05	1.02	0.91	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.4	0.34	1588.84	860.16
G6	7	6	10	Sunitinib Malate	15	622	1679.16	0.08	71.2	0.02	13156.08	111.17	0.96	0.13	0.05	0.03	0.03	0.19	0.07	0.05	0.03	1.11	1.08	1.02	0.96	5.7	0.78	6.12	0.41	0.93	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.07	0.4	13671.05	591.25	0.13	4.06	16.26	0.44	0.19	0.27	0.17	0.54	0.23	0.35	0.23	0.39	0.46	0.54	0.63	17.08	0.48	27.14	0.49	0.98	1.4	2.08	1.03	0.9	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.4	0.34	1572.27	890.11
G6	7	6	11	Sunitinib Malate	15	618	1681.34	0.08	69.7	0.02	13308.13	108.61	0.96	0.13	0.05	0.03	0.03	0.19	0.07	0.05	0.03	1.11	1.08	1.03	0.96	5.64	0.78	6.05	0.41	0.94	1.24	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.07	0.4	13813.98	591.92	0.14	4.09	16.95	0.45	0.19	0.27	0.17	0.56	0.24	0.36	0.23	0.4	0.47	0.55	0.63	16.85	0.47	27.08	0.49	0.98	1.39	2.1	1.04	0.9	0.02	0	0.12	0.04	0.01	0.02	0.05	0	0.9	0.06	0.4	0.35	1555.95	927.53
G6	7	6	12	Sunitinib Malate	15	623	1607.93	0.08	65.73	0.02	13242.45	110.17	0.95	0.13	0.05	0.03	0.03	0.19	0.07	0.05	0.04	1.11	1.08	1.02	0.96	5.65	0.79	6.06	0.41	0.94	1.24	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.07	0.4	13416.67	566.1	0.14	4.05	16.26	0.45	0.18	0.27	0.18	0.55	0.23	0.35	0.23	0.41	0.47	0.55	0.65	16.53	0.48	26.49	0.49	0.98	1.39	2.16	1.07	0.92	0.02	0	0.12	0.04	0	0.02	0.05	0	0.9	0.06	0.41	0.35	1562.77	940.23
G6	7	6	13	Sunitinib Malate	15	619	1590.63	0.08	67.02	0.02	13591.14	105.55	0.95	0.14	0.05	0.04	0.03	0.19	0.07	0.05	0.04	1.11	1.08	1.03	0.96	5.54	0.78	5.94	0.41	0.94	1.24	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.07	0.39	13558.71	560.08	0.14	4.02	16.21	0.45	0.19	0.26	0.17	0.55	0.23	0.35	0.23	0.4	0.47	0.55	0.64	16.43	0.47	26.35	0.5	0.98	1.39	2.17	1.07	0.93	0.02	0	0.12	0.04	0	0.02	0.05	0	0.9	0.06	0.41	0.35	1518.19	961.83
G6	7	6	14	Sunitinib Malate	15	627	1539.85	0.08	64.62	0.02	13807.38	104.25	0.95	0.14	0.05	0.04	0.03	0.19	0.07	0.05	0.04	1.11	1.08	1.03	0.97	5.5	0.78	5.91	0.41	0.94	1.25	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.07	0.39	13507.52	542.07	0.15	4	16.46	0.45	0.19	0.27	0.18	0.55	0.24	0.35	0.24	0.4	0.47	0.55	0.65	16.28	0.48	26.17	0.49	0.98	1.37	2.04	1.05	0.9	0.02	0	0.12	0.04	0	0.02	0.05	0	0.9	0.06	0.4	0.35	1462.89	967.14
G7	7	7	1	Sunitinib Malate	15	685	2003.2	0.09	87.55	0.02	10399.06	130.17	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.03	1.11	1.11	1.06	0.97	6.31	0.79	6.75	0.4	0.93	1.19	0.02	0	0.13	0.02	0	0.01	0.03	0	0.84	0.01	0.04	0.46	11359.23	705.33	0.07	3.83	16.59	0.39	0.19	0.22	0.16	0.49	0.23	0.29	0.21	0.36	0.47	0.59	0.72	19.39	0.53	27.67	0.48	0.98	1.39	2.49	0.91	0.61	0.02	0	0.13	0.04	0.01	0.03	0.05	0.01	0.89	0.08	0.41	0.29	2902.38	614.03
G7	7	7	2	Sunitinib Malate	15	667	1968.86	0.09	79.74	0.02	11437.73	119.89	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.05	0.03	1.11	1.1	1.05	0.98	5.97	0.78	6.42	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.84	0.02	0.05	0.43	12320.62	693.18	0.09	4.03	16.1	0.41	0.19	0.23	0.17	0.5	0.24	0.3	0.22	0.38	0.47	0.58	0.7	18.84	0.51	27.76	0.47	0.97	1.41	2.4	0.98	0.76	0.02	0	0.13	0.04	0.01	0.03	0.05	0.01	0.91	0.07	0.44	0.31	1962.56	656.78
G7	7	7	3	Sunitinib Malate	15	673	1825.25	0.08	77.41	0.02	12058.57	117.42	0.96	0.13	0.05	0.03	0.02	0.19	0.06	0.05	0.03	1.11	1.09	1.04	0.96	5.91	0.79	6.33	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.42	12264.28	642.64	0.11	3.97	14.94	0.41	0.19	0.24	0.17	0.52	0.24	0.31	0.22	0.39	0.47	0.57	0.68	17.62	0.5	26.71	0.48	0.98	1.41	2.32	0.98	0.83	0.02	0	0.13	0.04	0.01	0.03	0.05	0.01	0.9	0.07	0.41	0.32	1689.11	665.74
G7	7	7	4	Sunitinib Malate	15	690	1734.82	0.08	71.74	0.02	11943.74	116.46	0.96	0.13	0.05	0.03	0.02	0.19	0.07	0.05	0.03	1.11	1.09	1.04	0.96	5.87	0.79	6.29	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.42	12400.36	610.73	0.12	3.94	15.44	0.43	0.18	0.24	0.17	0.53	0.23	0.33	0.23	0.39	0.47	0.56	0.67	17.15	0.49	26.45	0.48	0.98	1.4	2.25	1	0.88	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.07	0.41	0.33	1742.27	685.22
G7	7	7	5	Sunitinib Malate	15	694	1712.68	0.08	72.19	0.02	12064.54	114.28	0.96	0.13	0.05	0.03	0.02	0.19	0.07	0.05	0.03	1.11	1.09	1.03	0.96	5.81	0.78	6.23	0.4	0.94	1.22	0.02	0	0.15	0.02	0	0.01	0.03	0	0.83	0.02	0.06	0.41	12733.97	602.99	0.12	3.97	15.62	0.43	0.18	0.25	0.17	0.54	0.23	0.33	0.23	0.38	0.45	0.54	0.65	17.08	0.49	26.38	0.48	0.98	1.41	2.19	0.99	0.89	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.07	0.41	0.33	1740.87	719.3
G7	7	7	6	Sunitinib Malate	15	691	1670.59	0.08	71.45	0.02	12306.2	114.18	0.96	0.14	0.05	0.03	0.02	0.2	0.07	0.05	0.03	1.11	1.09	1.03	0.96	5.78	0.78	6.23	0.4	0.94	1.22	0.02	0	0.15	0.02	0	0.01	0.03	0	0.83	0.02	0.06	0.41	13377.34	588.14	0.12	3.96	16.08	0.43	0.18	0.25	0.17	0.53	0.23	0.33	0.23	0.38	0.45	0.53	0.63	16.9	0.49	26.17	0.48	0.98	1.41	2.12	0.98	0.88	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.4	0.33	1677.98	762.03
G7	7	7	7	Sunitinib Malate	15	682	1626.05	0.08	70.75	0.02	12327.76	112.37	0.96	0.14	0.05	0.03	0.02	0.19	0.07	0.05	0.03	1.11	1.08	1.03	0.96	5.73	0.78	6.16	0.4	0.94	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.83	0.02	0.06	0.41	13325.65	572.45	0.13	3.9	15.15	0.43	0.18	0.26	0.18	0.54	0.23	0.34	0.24	0.38	0.46	0.54	0.64	16.6	0.48	25.85	0.48	0.98	1.4	2.11	0.98	0.88	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.4	0.33	1683.82	782.08
G7	7	7	8	Sunitinib Malate	15	684	1585.7	0.08	70.26	0.02	12496.3	111.53	0.96	0.14	0.05	0.03	0.02	0.2	0.07	0.05	0.03	1.11	1.08	1.03	0.95	5.7	0.78	6.15	0.4	0.94	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.83	0.02	0.06	0.41	13611.84	558.28	0.14	3.87	15.79	0.44	0.19	0.26	0.17	0.55	0.23	0.35	0.23	0.4	0.47	0.55	0.65	16.2	0.47	25.63	0.49	0.98	1.4	2.08	0.96	0.86	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.39	0.33	1658.56	821.74
G7	7	7	9	Sunitinib Malate	15	677	1553.82	0.08	67.94	0.02	12591.47	109.43	0.96	0.14	0.05	0.04	0.03	0.2	0.07	0.05	0.03	1.11	1.08	1.03	0.96	5.65	0.78	6.1	0.4	0.94	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.83	0.02	0.06	0.41	13559.53	547.06	0.13	3.93	15.43	0.44	0.19	0.26	0.17	0.55	0.23	0.35	0.24	0.39	0.46	0.55	0.65	16.18	0.47	25.62	0.49	0.98	1.39	2.09	0.99	0.88	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.4	0.34	1638.79	844.28
G7	7	7	10	Sunitinib Malate	15	678	1549.97	0.08	69.65	0.02	12936.37	108.19	0.95	0.14	0.05	0.04	0.03	0.2	0.07	0.05	0.03	1.11	1.08	1.02	0.95	5.61	0.77	6.07	0.4	0.94	1.23	0.02	0	0.15	0.02	0	0.01	0.04	0	0.83	0.02	0.06	0.4	13665.63	545.74	0.13	3.91	15.84	0.45	0.18	0.27	0.17	0.55	0.23	0.35	0.23	0.38	0.45	0.54	0.63	16.03	0.47	25.52	0.49	0.98	1.39	2.04	0.98	0.85	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.4	0.33	1592.27	869.62
G7	7	7	11	Sunitinib Malate	15	671	1510.99	0.08	66.62	0.02	13077.11	106.72	0.96	0.14	0.05	0.04	0.03	0.2	0.07	0.05	0.03	1.1	1.08	1.01	0.94	5.57	0.77	6.03	0.41	0.94	1.23	0.02	0	0.15	0.02	0	0.01	0.04	0	0.83	0.02	0.06	0.4	13595.23	532.02	0.13	3.9	15.5	0.44	0.19	0.27	0.18	0.55	0.23	0.35	0.24	0.39	0.46	0.54	0.64	16.08	0.47	25.59	0.49	0.98	1.39	2.06	0.97	0.84	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.41	0.33	1594.04	887.81
G7	7	7	12	Sunitinib Malate	15	680	1458.69	0.08	63.35	0.02	13249.16	104.75	0.95	0.15	0.05	0.04	0.03	0.21	0.07	0.05	0.03	1.1	1.08	1.02	0.95	5.49	0.77	5.97	0.41	0.94	1.23	0.02	0	0.15	0.02	0	0.01	0.04	0	0.83	0.02	0.06	0.4	13350.49	513.59	0.15	3.85	15.49	0.44	0.19	0.27	0.18	0.55	0.23	0.35	0.24	0.41	0.48	0.56	0.66	15.7	0.47	25.05	0.49	0.98	1.38	2.08	0.98	0.84	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.4	0.34	1585.06	912.95
G7	7	7	13	Sunitinib Malate	15	675	1431.29	0.08	62.35	0.02	13468.36	103.71	0.95	0.15	0.05	0.04	0.03	0.21	0.07	0.05	0.03	1.1	1.08	1.03	0.96	5.46	0.77	5.94	0.41	0.94	1.24	0.02	0	0.15	0.02	0	0.01	0.04	0	0.83	0.02	0.07	0.39	13308.83	503.91	0.15	3.85	15.19	0.44	0.2	0.26	0.18	0.55	0.24	0.35	0.24	0.41	0.48	0.56	0.65	15.66	0.48	24.94	0.49	0.98	1.38	2.07	0.95	0.81	0.02	0	0.12	0.04	0	0.02	0.05	0	0.89	0.07	0.41	0.34	1564.99	927.86
G7	7	7	14	Sunitinib Malate	15	679	1410.77	0.08	62.52	0.02	13770.77	101.84	0.95	0.15	0.05	0.04	0.03	0.21	0.07	0.05	0.04	1.1	1.08	1.02	0.96	5.41	0.77	5.87	0.41	0.94	1.24	0.02	0	0.15	0.02	0	0.01	0.04	0	0.83	0.03	0.07	0.39	13253.01	496.62	0.15	3.86	14.8	0.44	0.19	0.27	0.18	0.54	0.24	0.35	0.24	0.42	0.49	0.57	0.66	15.42	0.48	24.56	0.49	0.98	1.38	2.05	0.99	0.85	0.02	0	0.12	0.04	0	0.02	0.05	0	0.89	0.07	0.41	0.34	1533.43	942.28
H5	8	5	1	Sunitinib Malate	30	562	1951.95	0.09	87.59	0.02	10719.54	124.12	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.05	0.95	6.11	0.78	6.57	0.4	0.93	1.2	0.02	0	0.14	0.02	0	0.01	0.03	0	0.83	0.02	0.05	0.44	12049.36	687.16	0.08	3.83	15.52	0.4	0.18	0.22	0.16	0.5	0.22	0.3	0.21	0.36	0.46	0.57	0.7	18.88	0.51	27.62	0.48	0.98	1.41	2.51	1	0.72	0.02	0	0.13	0.04	0.01	0.03	0.05	0.01	0.89	0.08	0.42	0.29	2376.66	600.87
H5	8	5	2	Sunitinib Malate	30	579	1747.49	0.08	73.69	0.02	11236.62	119.4	0.95	0.14	0.05	0.03	0.02	0.2	0.07	0.05	0.03	1.1	1.09	1.04	0.96	5.94	0.78	6.43	0.4	0.94	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.83	0.02	0.05	0.43	13166.45	615.17	0.1	3.92	15.49	0.4	0.19	0.23	0.16	0.5	0.23	0.3	0.21	0.37	0.45	0.54	0.66	17.84	0.51	26.37	0.48	0.98	1.4	2.3	1	0.82	0.02	0	0.13	0.04	0.01	0.03	0.05	0.01	0.9	0.07	0.42	0.32	1615.97	636.9
H5	8	5	3	Sunitinib Malate	30	592	1582.58	0.08	67.99	0.02	12167.55	118.04	0.95	0.14	0.05	0.03	0.02	0.2	0.07	0.05	0.03	1.1	1.08	1.02	0.93	5.84	0.77	6.35	0.4	0.94	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.82	0.02	0.06	0.42	14013.56	557.21	0.12	3.84	14.51	0.41	0.19	0.24	0.17	0.5	0.23	0.32	0.22	0.37	0.44	0.52	0.62	17.34	0.51	25.6	0.48	0.98	1.39	2.16	1.02	0.91	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.07	0.38	0.33	1425.33	679.54
H5	8	5	4	Sunitinib Malate	30	597	1487.65	0.07	62.73	0.02	12574.72	114.67	0.95	0.14	0.05	0.04	0.03	0.2	0.07	0.05	0.04	1.1	1.07	1.02	0.93	5.73	0.77	6.24	0.4	0.94	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.82	0.02	0.06	0.41	13981.21	523.68	0.15	3.93	15.29	0.42	0.19	0.25	0.17	0.52	0.23	0.32	0.23	0.4	0.47	0.54	0.64	16.21	0.5	24.71	0.48	0.98	1.37	2.07	1	0.9	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.36	0.34	1338.22	721.19
H5	8	5	5	Sunitinib Malate	30	604	1371.6	0.07	57.32	0.01	12639.7	112.45	0.95	0.14	0.05	0.04	0.03	0.2	0.08	0.05	0.04	1.1	1.07	1.01	0.94	5.67	0.77	6.16	0.41	0.94	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.82	0.02	0.06	0.41	13916.47	482.89	0.16	3.83	14.64	0.43	0.18	0.25	0.17	0.53	0.23	0.32	0.23	0.41	0.47	0.55	0.64	15.45	0.49	23.9	0.49	0.98	1.36	2.03	1.03	0.95	0.02	0	0.12	0.04	0.01	0.02	0.05	0.01	0.89	0.06	0.36	0.35	1322.4	750.56
H5	8	5	6	Sunitinib Malate	30	604	1333.06	0.07	56.28	0.01	13079.31	110.38	0.95	0.15	0.06	0.04	0.03	0.21	0.08	0.06	0.04	1.1	1.07	1.02	0.95	5.58	0.77	6.1	0.41	0.94	1.23	0.02	0	0.14	0.02	0	0.01	0.03	0	0.82	0.02	0.06	0.41	14644.76	469.28	0.17	3.84	14.21	0.43	0.19	0.25	0.17	0.53	0.23	0.33	0.23	0.41	0.47	0.54	0.62	15.3	0.49	23.85	0.49	0.98	1.36	1.99	1	0.92	0.02	0	0.12	0.04	0	0.02	0.05	0	0.88	0.06	0.35	0.36	1333.99	791.6
H5	8	5	7	Sunitinib Malate	30	610	1273.43	0.07	52.9	0.01	13157.44	107.53	0.94	0.15	0.06	0.04	0.03	0.21	0.08	0.06	0.04	1.1	1.07	1.01	0.95	5.5	0.77	6	0.41	0.94	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.82	0.02	0.06	0.4	14278.29	448.36	0.17	3.78	14.47	0.43	0.19	0.25	0.17	0.53	0.24	0.33	0.23	0.42	0.48	0.55	0.63	15.06	0.49	23.35	0.49	0.98	1.35	1.98	1.05	0.97	0.02	0	0.12	0.04	0	0.02	0.05	0	0.89	0.06	0.36	0.36	1302.4	818.07
H5	8	5	8	Sunitinib Malate	30	620	1211.21	0.07	48.97	0.01	13052.07	105.46	0.94	0.15	0.06	0.04	0.03	0.21	0.08	0.06	0.04	1.09	1.07	1.02	0.96	5.44	0.76	5.94	0.41	0.94	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.83	0.02	0.06	0.4	14379.31	426.42	0.18	3.82	14.31	0.44	0.19	0.26	0.18	0.54	0.23	0.34	0.24	0.43	0.49	0.56	0.64	14.72	0.48	23.15	0.49	0.98	1.34	1.97	1.06	0.99	0.02	0	0.12	0.04	0	0.02	0.05	0	0.89	0.06	0.36	0.37	1290.34	840.78
H5	8	5	9	Sunitinib Malate	30	598	1211.27	0.07	49.53	0.01	13590.15	106.5	0.94	0.15	0.06	0.04	0.03	0.21	0.08	0.06	0.04	1.09	1.07	1.02	0.96	5.43	0.76	5.94	0.41	0.94	1.24	0.02	0	0.15	0.02	0	0.01	0.03	0	0.82	0.02	0.07	0.39	14683.84	426.49	0.18	3.82	14.2	0.44	0.19	0.26	0.18	0.54	0.24	0.35	0.24	0.43	0.49	0.56	0.65	14.71	0.48	23.41	0.51	0.98	1.35	1.95	1.05	0.97	0.02	0	0.12	0.04	0	0.02	0.05	0	0.89	0.06	0.36	0.36	1305.63	879.83
H5	8	5	10	Sunitinib Malate	30	621	1119.99	0.07	45.53	0.01	13743.69	102.6	0.94	0.16	0.06	0.04	0.03	0.22	0.08	0.06	0.04	1.09	1.06	1.01	0.97	5.31	0.76	5.86	0.41	0.94	1.24	0.02	0	0.15	0.02	0	0.01	0.04	0	0.82	0.03	0.07	0.39	14585.36	394.32	0.19	3.8	14.45	0.44	0.19	0.27	0.18	0.54	0.23	0.35	0.24	0.45	0.51	0.58	0.66	13.9	0.48	22.31	0.5	0.98	1.35	1.92	1.09	1.02	0.02	0	0.12	0.04	0	0.02	0.05	0	0.87	0.06	0.35	0.37	1282.17	904.91
